Ticker,Buy_Date,Buy_Price,Sell_Date,Sell_Price,Profit%,%Below_Lower,Days_Held
CTSH,2017-01-31,47.036224365234375,2017-02-08,50.48859405517578,7.3398104047082855,-0.09057671695652256,8
AIZ,2017-02-08,76.54036712646484,2017-02-15,81.44845581054688,6.412418529391917,-0.048419898570430865,7
AIG,2017-02-15,48.97315216064453,2017-03-01,52.01535415649414,6.211979138835917,-0.04812541923908347,14
PANW,2017-03-01,19.20166778564453,2017-03-31,18.780000686645508,-2.1959920549936207,-0.02521143072553617,30
AKAM,2017-04-03,58.09999847412109,2017-04-20,60.20000076293945,3.614461865698241,-0.06781409242556238,17
EVRG,2017-04-20,37.58222961425781,2017-05-22,38.19541931152344,1.631594781787495,-0.004658808725867695,32
AZO,2017-05-23,581.4000244140625,2017-06-22,579.6300048828125,-0.3044409110635717,-0.002578066035464786,30
SYY,2017-06-23,40.42330932617188,2017-07-17,41.341064453125,2.270361190737349,-0.06654541590535686,24
NTRS,2017-07-19,70.91230773925781,2017-08-14,70.45923614501953,-0.6389181352046959,-0.0501458825621423,26
TPR,2017-08-15,32.38264083862305,2017-09-12,33.162574768066406,2.4084939005750443,-0.03150423867832822,28
BG,2017-09-12,56.4804573059082,2017-10-12,53.642208099365234,-5.025188077303458,-0.01709224053193201,30
ULTA,2017-10-12,190.16000366210935,2017-11-01,204.8300018310547,7.714555051761622,-0.08085657173249551,20
INCY,2017-11-01,107.95999908447266,2017-12-01,97.94000244140624,-9.281212234196422,-0.03950067046421468,30
AMD,2017-12-04,10.029999732971191,2017-12-18,10.979999542236328,9.47158359478558,-0.14499299488814127,14
