Ticker,Buy_Date,Buy_Price,Sell_Date,Sell_Price,Profit%,%Below_Lower,Days_Held
BA,2014-01-30,108.14159393310548,2014-02-18,112.27542114257812,3.822606139900024,-0.10967329542656563,19
CTRA,2014-02-21,26.5602970123291,2014-03-24,24.041976928710938,-9.481520791914253,-0.001466300752084521,31
NFLX,2014-03-24,54.12857055664063,2014-04-22,53.271427154541016,-1.5835323070331107,-0.14456217604512095,29
TER,2014-04-25,15.970870018005373,2014-05-19,16.63603973388672,4.164893428670081,-0.06634682843368671,24
TJX,2014-05-20,23.176279067993164,2014-06-06,24.23735809326172,4.57829758675077,-0.07191850551786991,17
TSN,2014-06-10,28.40279006958008,2014-06-30,29.56032943725586,4.075442464772234,-0.12265626745682287,20
TRMB,2014-07-02,34.22999954223633,2014-08-01,30.65999984741211,-10.429447100690735,-0.015316664768705199,30
ALLE,2014-08-01,44.55224609375,2014-08-15,46.23311996459961,3.7728151063643236,-0.07287415070804792,14
WYNN,2014-09-02,157.2034912109375,2014-09-24,157.96798706054688,0.4863097147019244,-0.05144639438572875,22
CPRT,2014-09-24,3.9362499713897705,2014-10-20,3.9600000381469727,0.6033678483284108,-0.04525972343136543,26
IBM,2014-10-20,102.94159698486328,2014-11-14,100.61827087402344,-2.2569361452411405,-0.030440447818305304,25
HAL,2014-11-17,40.24356842041016,2014-12-17,32.38513946533203,-19.52716735500176,-0.15855881848241635,30
