Ticker,Buy_Date,Buy_Price,Sell_Date,Sell_Price,Profit%,%Below_Lower,Days_Held
UPS,2024-01-30,134.22409057617188,2024-02-16,138.86383056640625,3.456711809569932,-0.09774845977942714,17
ADBE,2024-02-16,546.6599731445312,2024-03-12,579.1400146484375,5.94154375654624,-0.10020911171703785,25
BA,2024-03-12,184.2400054931641,2024-03-27,191.9499969482422,4.184754247287603,-0.08893801083632735,15
WBA,2024-04-01,18.267391204833984,2024-05-01,16.21067237854004,-11.258963051876224,-0.02386150836120962,30
SBUX,2024-05-01,72.0827865600586,2024-05-22,78.7569351196289,9.25900465017329,-0.17321679191811903,21
TGT,2024-05-22,138.3623809814453,2024-05-31,150.81085205078125,8.997005530719585,-0.08776400210639478,9
PAYC,2024-05-31,144.28515625,2024-07-01,141.28668212890625,-2.078158418388066,-0.01708094919074951,31
APD,2024-07-01,241.34458923339844,2024-07-16,261.0451965332031,8.16285434961739,-0.08256506557713345,15
SCHW,2024-07-16,66.49697875976562,2024-08-14,64.71332550048828,-2.682307215371645,-0.07309400423545215,29
BEN,2024-08-21,18.607765197753903,2024-09-17,19.143983840942383,2.8816928711740504,-0.08690546807081967,27
FDX,2024-09-20,250.3943328857422,2024-10-16,267.2681884765625,6.73891273670321,-0.08610932690814435,26
MOH,2024-10-17,289.4599914550781,2024-10-24,323.5899963378906,11.79092306029768,-0.14603838024249066,7
TXT,2024-10-24,81.42633056640625,2024-11-06,87.84131622314453,7.878269365836912,-0.10421378498463386,13
IRM,2024-11-06,111.8075942993164,2024-11-25,118.0017547607422,5.540017652864987,-0.0869240415425178,19
MS,2024-12-18,118.45986938476562,2024-12-26,125.30086517333984,5.7749479415296365,-0.052235948122086276,8
