Ticker,Buy_Date,Buy_Price,Sell_Date,Sell_Price,Profit%,%Below_Lower,Days_Held
DECK,2015-01-30,11.008333206176758,2015-02-13,12.846667289733888,16.69947710635834,-0.13791615953343184,14
AIZ,2015-02-13,49.76852035522461,2015-03-09,50.60973358154297,1.6902516295726084,-0.06788071798629991,24
NEM,2015-03-09,17.615556716918945,2015-04-01,17.871187210083008,1.451163294308723,-0.07258773281908885,23
UAL,2015-04-06,60.119998931884766,2015-04-21,63.70000076293945,5.954760303823003,-0.09905867999743156,15
PKG,2015-04-21,50.63865280151367,2015-05-14,51.86391067504883,2.4196099338142965,-0.07480415313402271,23
UAL,2015-05-20,54.540000915527344,2015-06-19,53.25,-2.365238162583318,-0.0561518610004253,30
MU,2015-06-26,19.201967239379883,2015-07-17,19.6512508392334,2.3397790145798885,-0.26485044930412094,21
EOG,2015-07-20,57.87990188598633,2015-08-12,59.36532974243164,2.566396638631758,-0.08752735170783492,23
YUM,2015-08-12,48.2684440612793,2015-09-08,48.91456604003906,1.3386012151945073,-0.06945547003932073,27
LULU,2015-09-10,53.540000915527344,2015-10-07,54.0,0.8591689888059941,-0.08298433538393131,27
YUM,2015-10-07,40.508888244628906,2015-10-26,44.67332458496094,10.280302720685492,-0.1411350257121464,19
DECK,2015-10-26,9.05666732788086,2015-11-25,8.630000114440918,-4.711084088585772,-0.12516085269924127,30
CHRW,2015-12-02,50.038841247558594,2015-12-23,50.71377944946289,1.348828600097184,-0.0864183772001358,21
